added,created,id,metadata,source,text
2024-08-12T18:19:22.748223,1995-03-16 14:19:50,hep-th/9503110,"{'authors': 'D.C.Cabra and K.D.Rothe', 'full_text_license': 'None', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:458847', 'submitter': 'Daniel Cabra', 'url': 'https://arxiv.org/abs/hep-th/9503110'}",arxiv-abstracts,"  We obtain a fermionic coset realization of the primaries of minimal unitary
models and show how their four-point functions may be calculated by the use of
a reduction formula. We illustrate the construction for the Ising model, where
we obtain an explicit realization of the energy operator, Onsager fermions, as
well as of the order and disorder operators realizing the dual algebra, in
terms of constrained Dirac fermions. The four-point correlators of these
operators are shown to agree with those obtained by other methods.
"
2024-08-12T18:17:46.939105,2019-06-25 10:33:29,1906.10441,"{'authors': 'Kouichi Okunishi and Kouichi Seki', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1141672', 'submitter': 'Kouichi Okunishi', 'url': 'https://arxiv.org/abs/1906.10441'}",arxiv-abstracts,"  For the XXZ chain, we discuss the relation between a lattice version of Unruh
effect and the ground-state entanglement on the basis of the corner
Hamiltonian. We find that the lattice Unruh temperature is interpreted as
$\beta_\lambda = 2\pi/a$ with an effective acceleration $a=\pi/\lambda$, where
$\lambda$ denotes the anisotropy parameter of the XXZ chain. Using quantum
Monte Carlo simulation for the corner Hamiltonian at $\beta_\lambda$, we
demonstrate that world lines of spins surrounding the entangle point provides
an intuitive understanding the quantum entanglement. We also propose an
XXZ-chain analogue of the detector for the thermalized entanglement spectrum
with use of the angular time evolution defined by the corner Hamiltonian.
"
2024-08-12T18:18:27.693986,2022-06-14 01:42:24,2206.06545,"{'authors': 'Haiyang Yang, Qi Wang, Junwu Huang, Zhouliang Wang, Keqi Xia, Chao\n  Cao, Mingliang Tian, Zhuan Xu, Jianhui Dai, and Yuke Li', 'full_text_license': 'Creative Commons - Attribution - https://creativecommons.org/licenses/by/4.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1654066', 'submitter': 'Yuke Li', 'url': 'https://arxiv.org/abs/2206.06545'}",arxiv-abstracts,"  Anomalous Nernst effect, as a thermal partner of anomalous Hall effect, is
particularly sensitive to the Berry curvature anomaly near the Fermi level, and
has been used to probe the topological nature of quantum materials. In this
work, we report the observation of both effects in the ferromagnetic
Weyl-semimetal Fe$_{3-x}$GeTe$_2$ with tunable Fe vacancies. With decreasing Fe
vacancies, the anomalous Hall conductivity evolves as a function of the
longitudinal conductivity from the hopping region to the region where the
intrinsic Berry curvature contribution dominates. Concomitant evolutions in the
anomalous Nernst signal and the anomalous off-diagonal thermoelectric
coefficient are observed below the Curie temperature, displaying a unique sign
change caused by the Fe vacancies. Combining these results with
first-principles calculations, we argue that the Fe-vacancy concentration plays
a unique role in simultaneously tuning the chemical potential and
ferromagnetism, which in turn controls the Berry curvature contribution in this
family of ferromagnetic topological semimetals.
"
2024-08-12T18:17:39.237863,2018-10-18 22:17:45,1810.08290,"{'authors': 'Paisan Raumviboonsuk, Jonathan Krause, Peranut Chotcomwongse, Rory\n  Sayres, Rajiv Raman, Kasumi Widner, Bilson J L Campana, Sonia Phene, Kornwipa\n  Hemarat, Mongkol Tadarati, Sukhum Silpa-Acha, Jirawut Limwattanayingyong,\n  Chetan Rao, Oscar Kuruvilla, Jesse Jung, Jeffrey Tan, Surapong Orprayoon,\n  Chawawat Kangwanwongpaisan, Ramase Sukulmalpaiboon, Chainarong\n  Luengchaichawang, Jitumporn Fuangkaew, Pipat Kongsap, Lamyong Chualinpha,\n  Sarawuth Saree, Srirat Kawinpanitan, Korntip Mitvongsa, Siriporn Lawanasakol,\n  Chaiyasit Thepchatri, Lalita Wongpichedchai, Greg S Corrado, Lily Peng, Dale\n  R Webster', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1038552', 'submitter': 'Jonathan Krause', 'url': 'https://arxiv.org/abs/1810.08290'}",arxiv-abstracts,"  Deep learning algorithms have been used to detect diabetic retinopathy (DR)
with specialist-level accuracy. This study aims to validate one such algorithm
on a large-scale clinical population, and compare the algorithm performance
with that of human graders. 25,326 gradable retinal images of patients with
diabetes from the community-based, nation-wide screening program of DR in
Thailand were analyzed for DR severity and referable diabetic macular edema
(DME). Grades adjudicated by a panel of international retinal specialists
served as the reference standard. Across different severity levels of DR for
determining referable disease, deep learning significantly reduced the false
negative rate (by 23%) at the cost of slightly higher false positive rates
(2%). Deep learning algorithms may serve as a valuable tool for DR screening.
"
2024-08-12T18:17:22.911632,2017-02-10 17:26:59,1702.03258,"{'authors': 'John Rieffel and Jean-Baptiste Mouret', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:817023', 'submitter': 'Jean-Baptiste Mouret', 'url': 'https://arxiv.org/abs/1702.03258'}",arxiv-abstracts,"  Living organisms intertwine soft (e.g., muscle) and hard (e.g., bones)
materials, giving them an intrinsic flexibility and resiliency often lacking in
conventional rigid robots. The emerging field of soft robotics seeks to harness
these same properties in order to create resilient machines. The nature of soft
materials, however, presents considerable challenges to aspects of design,
construction, and control -- and up until now, the vast majority of gaits for
soft robots have been hand-designed through empirical trial-and-error. This
manuscript describes an easy-to-assemble tensegrity-based soft robot capable of
highly dynamic locomotive gaits and demonstrating structural and behavioral
resilience in the face of physical damage. Enabling this is the use of a
machine learning algorithm able to discover effective gaits with a minimal
number of physical trials. These results lend further credence to soft-robotic
approaches that seek to harness the interaction of complex material dynamics in
order to generate a wealth of dynamical behaviors.
"
2024-08-12T18:18:33.769015,2022-11-08 15:40:47,2211.04318,"{'authors': 'Leonardo Castellani', 'full_text_license': 'Creative Commons - Attribution - https://creativecommons.org/licenses/by/4.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1725533', 'submitter': 'Leonardo Castellani', 'url': 'https://arxiv.org/abs/2211.04318'}",arxiv-abstracts,"  We present a short review of the group-geometric approach to supergravity
theories, from the point of view of recent developments. The central idea is
the unification of usual diffeomorphisms, gauge symmetries and supersymmetries
into superdiffeomorphisms in a supergroup manifold. The example of $N=1$
supergravity in $d=4$ is discussed in detail, and used to illustrate all the
steps in the construction of a group manifold action. In the Appendices we
summarize basic notions of group manifold geometry, and of integration on
supermanifolds.
"
2024-08-12T18:16:40.508922,2010-09-07 18:55:49,1009.1361,"{'authors': 'B. Burch and R. Cowsik', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:211224', 'submitter': 'Henry Glass', 'url': 'https://arxiv.org/abs/1009.1361'}",arxiv-abstracts,"  The positron fraction observed by PAMELA and other experiments up to ~ 100
GeV is analyzed in terms of models of cosmic-ray propagation. It is shown that
generically we expect the positron fraction to reach ~ 0.6 at energies of
several TeV, and its energy dependence bears an intimate but subtle connection
with that of the boron to carbon ratio in cosmic rays. The observed positron
fraction can be fitted in a model that assumes a significant fraction of the
boron below ~ 10 GeV is generated through spallation of cosmic-ray nuclei in a
cocoonlike region surrounding the sources, and the positrons of energy higher
than a few GeV are almost exclusively generated through cosmic-ray interactions
in the general interstellar medium. Such a model is consistent with the bounds
on cosmic-ray anisotropies and other observations.
"
2024-08-12T18:19:27.201404,2005-06-08 14:33:41,nucl-th/0506024,"{'authors': 'U.Tengblad, G.Faldt, and C.Wilkin', 'full_text_license': 'None', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:541325', 'submitter': 'Colin Wilkin', 'url': 'https://arxiv.org/abs/nucl-th/0506024'}",arxiv-abstracts,"  The contributions of three different types of driving terms are included in
the estimation of the pd -> pd eta reaction at low energies. Near threshold, it
is predicted that a two-step model involving an intermediate pion should be the
most important but, as the energy approaches the threshold for eta production
in the free nucleon--nucleon reaction, a pick-up mechanism with a spectator
proton should become dominant. The total cross sections are underestimated by
about a factor of two compared to experimental data but the discrepancies in
the angular distributions are more serious, with no sign in the data for the
peaks corresponding to the pick--up diagram.
"
2024-08-12T18:17:09.678439,2015-06-15 21:51:34,1506.04784,"{'authors': 'William F. Sawin', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:632495', 'submitter': 'Will Sawin', 'url': 'https://arxiv.org/abs/1506.04784'}",arxiv-abstracts,"  We compute the density of the set of ordinary primes of an abelian surface
over a number field in terms of the l-adic monodromy group. Using the
classification of l-adic monodromy groups of abelian surfaces by Fite, Kedlaya,
Rotger, and Sutherland, we show the density is 1, 1/2, or 1/4.
"
2024-08-12T18:19:14.582486,1994-12-05 10:59:40,cond-mat/9412019,"{'authors': 'B. Bonnier, Y. Leroyer and E. Pommiers', 'full_text_license': 'None', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:318013', 'submitter': None, 'url': 'https://arxiv.org/abs/cond-mat/9412019'}",arxiv-abstracts,"  We study analytically and numerically a model of random sequential adsorption
(RSA) of segments on a line, subject to some constraints suggested by two kinds
of physical situations:
  - deposition of dimers on a lattice where the sites have a spatial extension;
  - deposition of extended particles which must overlap one (or several)
adsorbing sites on the substrate.
  Both systems involve discrete and continuous degrees of freedom, and, in one
dimension, are equivalent to our model, which depends on one length parameter.
When this parameter is varied, the model interpolates between a variety of
known situations : monomers on a lattice, ""car-parking"" problem, dimers on a
lattice. An analysis of the long-time behaviour of the coverage as a function
of the parameter exhibits an anomalous 1/t^2 approach to the jamming limit at
the transition point between the fast exponential kinetics, characteristic of
the lattice model, and the 1/t law of the continuous one.
"
2024-08-12T18:16:38.479724,2010-03-29 19:26:37,1003.5643,"{'authors': 'Martin Aulbach, Damian Markham, Mio Murao', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:181223', 'submitter': 'Martin Aulbach', 'url': 'https://arxiv.org/abs/1003.5643'}",arxiv-abstracts,"  The geometric measure of entanglement is investigated for permutation
symmetric pure states of multipartite qubit systems, in particular the question
of maximum entanglement. This is done with the help of the Majorana
representation, which maps an n qubit symmetric state to n points on the unit
sphere. It is shown how symmetries of the point distribution can be exploited
to simplify the calculation of entanglement and also help find the maximally
entangled symmetric state. Using a combination of analytical and numerical
results, the most entangled symmetric states for up to 12 qubits are explored
and discussed. The optimization problem on the sphere presented here is then
compared with two classical optimization problems on the S^2 sphere, namely
Toth's problem and Thomson's problem, and it is observed that, in general, they
are different problems.
"
2024-08-12T18:18:34.972690,2022-12-05 12:50:12,2212.02217,"{'authors': 'Stefanos Aivazidis and Maria Loukaki', 'full_text_license': 'Creative Commons - Attribution - https://creativecommons.org/licenses/by/4.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1740691', 'submitter': 'Maria Loukaki', 'url': 'https://arxiv.org/abs/2212.02217'}",arxiv-abstracts,"  Let $G$ be a $p$-group. We denote by $\mathcal{X}_i(G)$ the intersection of
all subgroups of $G$ having index $p^i$, for $i \leq \log_p(|G|)$. In this
paper, the newly introduced series $\{\mathcal{X}_i(G)\}_i$ is investigated and
a number of results concerning its behaviour are proved. As an application of
these results, we show that if an abelian subgroup $A$ of $G$ intersects each
one of the subgroups $\mathcal{X}_i(G)$ at $\mathcal{X}_i(A)$, then $A$ has a
complement in $G$. Conversely if an arbitrary subgroup $H$ of $G$ has a normal
complement, then $\mathcal{X}_i(H) = \mathcal{X}_i(G) \cap H$.
"
2024-08-12T18:18:07.160170,2021-01-05 16:48:20,2101.01643,"{'authors': 'Francesca Boccuni and Marco Panza', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1404312', 'submitter': 'Marco Panza', 'url': 'https://arxiv.org/abs/2101.01643'}",arxiv-abstracts,"  Frege's definition of the real numbers, as envisaged in the second volume of
\textit{Grundgesetze der Arithmetik}, is fatally flawed by the inconsistency of
Frege's ill-fated \textit{Basic Law V}. We restate Frege's definition in a
consistent logical framework and investigate whether it can provide a logical
foundation of real analysis. Our conclusion will deem it doubtful that such a
foundation along the lines of Frege's own indications is possible at all.
"
2024-08-12T18:19:00.328860,2024-05-26 01:08:28,2405.16395,"{'authors': 'Haoting Zhang, Donglin Zhan, Yunduan Lin, Jinghai He, Qing Zhu,\n  Zuo-Jun Max Shen, Zeyu Zheng', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:125402', 'submitter': 'Haoting Zhang', 'url': 'https://arxiv.org/abs/2405.16395'}",arxiv-abstracts,"  In healthcare applications, there is a growing need to develop machine
learning models that use data from a single source, such as that from a wrist
wearable device, to monitor physical activities, assess health risks, and
provide immediate health recommendations or interventions. However, the
limitation of using single-source data often compromises the model's accuracy,
as it fails to capture the full scope of human activities. While a more
comprehensive dataset can be gathered in a lab setting using multiple sensors
attached to various body parts, this approach is not practical for everyday use
due to the impracticality of wearing multiple sensors. To address this
challenge, we introduce a transfer learning framework that optimizes machine
learning models for everyday applications by leveraging multi-source data
collected in a laboratory setting. We introduce a novel metric to leverage the
inherent relationship between these multiple data sources, as they are all
paired to capture aspects of the same physical activity. Through numerical
experiments, our framework outperforms existing methods in classification
accuracy and robustness to noise, offering a promising avenue for the
enhancement of daily activity monitoring.
"
